120, 1.89199, 0.0287242, 3900, 17
121, 1.90586, 0.121773, 3928, 17
122, 1.92007, 0.245435, 3957, 17
123, 1.9343, 0.396893, 3987, 17
124, 1.94883, 0.518129, 4016, 17
125, 1.9636, 0.613779, 4047, 17
126, 1.97856, 0.849614, 4078, 17
127, 1.99417, 0.73712, 4095, 17
128, 2.00928, 1.05722, 4095, 17
129, 2.02513, 1.05689, 4095, 17
130, 2.04136, 0.929941, 4095, 17
131, 2.0577, 0.95894, 4095, 17
132, 2.07431, 1.00781, 4095, 17
133, 2.09104, 1.18069, 4095, 17
134, 2.10824, 1.27596, 4095, 17
135, 2.12562, 1.23136, 4095, 17
136, 2.1435, 1.23367, 4095, 17
137, 2.16134, 1.38679, 4095, 17
138, 2.17974, 1.48396, 4095, 17
139, 2.19822, 1.59183, 4095, 17
140, 2.21716, 1.752, 4095, 17
141, 2.23654, 1.53779, 4095, 17
142, 2.25605, 1.79668, 4095, 17
143, 2.27606, 1.87761, 4095, 17
144, 2.29599, 1.90445, 4095, 17
145, 2.31664, 2.11894, 4095, 17
146, 2.33778, 2.14305, 4095, 17
147, 2.35923, 2.22245, 4095, 17
148, 2.3813, 2.01588, 4095, 17
149, 2.40358, 2.08262, 4095, 17
150, 2.42587, 2.61446, 4095, 17
151, 2.44905, 2.50144, 4095, 17
152, 2.47235, 2.87835, 4095, 17
153, 2.49665, 2.58708, 4095, 17
154, 2.52056, 3.01932, 4095, 17
155, 2.54598, 2.75743, 4095, 17
156, 2.57167, 2.63825, 4095, 17
157, 2.59725, 3.09461, 4095, 17
158, 2.62364, 3.16908, 4095, 17
159, 2.65072, 3.29871, 4095, 17
160, 2.67829, 3.00737, 4095, 17
161, 2.70593, 3.65988, 4095, 17
162, 2.73487, 3.57814, 4095, 17
163, 2.76448, 3.57732, 4095, 17
164, 2.79448, 3.7732, 4095, 17
165, 2.82489, 3.95729, 4095, 17
166, 2.85643, 3.81172, 4095, 17
167, 2.88814, 4.27152, 4095, 17
168, 2.92107, 4.05777, 4095, 17
169, 2.95435, 4.47934, 4095, 17
170, 2.98828, 4.71305, 4095, 17
171, 3.02345, 4.75794, 4095, 17
172, 3.05993, 4.5007, 4095, 17
173, 3.09661, 4.74294, 4095, 17
174, 3.13371, 5.26895, 4095, 17
175, 3.17224, 5.37888, 4095, 17
176, 3.2128, 5.06864, 4095, 17
177, 3.25308, 5.44544, 4095, 17
178, 3.29534, 5.46189, 4095, 17
179, 3.33794, 5.61926, 4095, 17
180, 3.38139, 5.80998, 4095, 17
181, 3.42618, 6.06255, 4095, 17
182, 3.47225, 6.39668, 4095, 17
183, 3.51992, 6.39912, 4095, 17
184, 3.5684, 6.58333, 4095, 17
185, 3.61804, 6.88021, 4095, 17
186, 3.6703, 6.9108, 4095, 17
187, 3.72222, 7.21503, 4095, 17
188, 3.77712, 7.36628, 4095, 17
